                        ORT    Lon    Lat  Dep  Nus  NuP  NuS   MDS  GAP  RMS  ERH  ERZ  MAG
2020-01-01T03:21:40.000000Z 51.889 35.930  8.8    9    9    9 18.00 None  0.0 None None  4.5
2020-01-01T03:23:20.000000Z 52.000 35.688 17.6    5    5    5 97.30 None  0.0 None None  2.5
2020-01-01T03:25:00.000000Z 51.807 36.151 15.1    9    9    9 23.90 None  0.0 None None  4.5
2020-01-01T03:26:40.000000Z 52.138 35.901  6.2    5    5    5 77.90 None  0.0 None None  2.5
2020-01-01T03:28:20.000000Z 52.405 35.708  5.3    7    7    7 49.80 None  0.0 None None  3.5
2020-01-01T03:30:00.000000Z 51.923 35.948  5.2    6    6    6 14.40 None  0.0 None None  3.0
2020-01-01T03:31:40.000000Z 51.375 36.433 16.3    9    9    9 21.60 None  0.0 None None  4.5
2020-01-01T03:33:20.000000Z 52.082 35.766  8.7    5    5    5 30.70 None  0.0 None None  2.5
2020-01-01T03:35:00.000000Z 52.459 36.131  6.6    6    6    6 41.30 None  0.0 None None  3.0
2020-01-01T03:36:40.000000Z 52.096 35.864 14.4    9    9    9 20.30 None  0.0 None None  4.5
2020-01-01T03:38:20.000000Z 52.024 35.659 10.2    9    9    9 42.40 None  0.0 None None  4.5
2020-01-01T03:40:00.000000Z 52.178 35.916  6.0    7    7    7 69.00 None  0.0 None None  3.5
2020-01-01T03:41:40.000000Z 52.030 36.269  7.4    8    8    8 15.40 None  0.0 None None  4.0
2020-01-01T03:43:20.000000Z 52.064 36.059 12.9    8    8    8  3.24 None  0.0 None None  4.0
2020-01-01T03:45:00.000000Z 52.062 35.836  7.5    8    8    8 48.30 None  0.0 None None  4.0
2020-01-01T03:46:40.000000Z 52.187 36.345  9.1   10   10   10  9.93 None  0.0 None None  5.0
2020-01-01T03:48:20.000000Z 52.170 36.198 15.7    9    9    9  7.05 None  0.0 None None  4.5
2020-01-01T03:50:00.000000Z 51.804 35.806 11.8    5    5    5 75.50 None  0.0 None None  2.5
2020-01-01T03:51:40.000000Z 51.678 36.276  9.8    6    6    6 41.40 None  0.0 None None  3.0
2020-01-01T03:53:20.000000Z 51.943 36.313 12.1    5    5    5 24.00 None  0.0 None None  2.5
2020-01-01T03:55:00.000000Z 51.825 35.902  5.4    5    5    5 51.80 None  0.0 None None  2.5
2020-01-01T03:56:40.000000Z 52.021 36.206 10.8    9    9    9 17.00 None  0.0 None None  4.5
2020-01-01T03:58:20.000000Z 52.014 36.047 11.3    9    9    9  2.07 None  0.0 None None  4.5
2020-01-01T04:00:00.000000Z 52.004 36.040  7.8    6    6    6 29.90 None  0.0 None None  3.0
2020-01-01T04:01:40.000000Z 51.750 36.018  6.6    8    8    8 25.80 None  0.0 None None  4.0
2020-01-01T04:03:20.000000Z 51.958 35.987 18.5    8    8    8  9.13 None  0.0 None None  4.0
2020-01-01T04:05:00.000000Z 52.110 35.848 12.7    6    6    6 22.50 None  0.0 None None  3.0
2020-01-01T04:06:40.000000Z 51.981 35.934  8.1    9    9    9 12.90 None  0.0 None None  4.5
2020-01-01T04:08:20.000000Z 52.093 36.175 14.1    8    8    8 13.20 None  0.0 None None  4.0
2020-01-01T04:10:00.000000Z 51.786 36.131 17.3    5    5    5 24.50 None  0.0 None None  2.5
2020-01-01T04:11:40.000000Z 52.462 35.671  5.3    7    7    7 56.30 None  0.0 None None  3.5
2020-01-01T04:13:20.000000Z 51.814 35.803  5.3   10   10   10 33.10 None  0.0 None None  5.0
2020-01-01T04:15:00.000000Z 51.938 36.363  7.2    8    8    8 36.80 None  0.0 None None  4.0
2020-01-01T04:16:40.000000Z 52.003 35.845 15.8    8    8    8 22.00 None  0.0 None None  4.0
2020-01-01T04:18:20.000000Z 52.139 35.866  7.4    6    6    6 21.60 None  0.0 None None  3.0
2020-01-01T04:20:00.000000Z 52.251 36.068 15.6    9    9    9 19.70 None  0.0 None None  4.5
2020-01-01T04:21:40.000000Z 52.311 35.852 15.2    8    8    8 32.50 None  0.0 None None  4.0
2020-01-01T04:23:20.000000Z 52.678 36.184 13.2    9    9    9 20.70 None  0.0 None None  4.5
2020-01-01T04:25:00.000000Z 52.146 35.989  8.3   10   10   10 11.60 None  0.0 None None  5.0
2020-01-01T04:26:40.000000Z 51.838 35.806 19.6    8    8    8 31.60 None  0.0 None None  4.0
2020-01-01T04:28:20.000000Z 51.970 35.822 17.0    5    5    5 99.60 None  0.0 None None  2.5
2020-01-01T04:30:00.000000Z 52.063 35.815 12.7    9    9    9 50.50 None  0.0 None None  4.5
2020-01-01T04:31:40.000000Z 52.139 36.214  8.3    5    5    5  7.28 None  0.0 None None  2.5
2020-01-01T04:33:20.000000Z 51.842 36.267 14.7    9    9    9 30.50 None  0.0 None None  4.5
2020-01-01T04:35:00.000000Z 51.947 36.258 10.9    5    5    5 22.80 None  0.0 None None  2.5
2020-01-01T04:36:40.000000Z 52.098 36.251 13.6    5    5    5 24.00 None  0.0 None None  2.5
2020-01-01T04:38:20.000000Z 51.777 35.976  9.8    6    6    6 24.40 None  0.0 None None  3.0
2020-01-01T04:40:00.000000Z 52.325 35.862 14.5    6    6    6 66.10 None  0.0 None None  3.0
2020-01-01T04:41:40.000000Z 51.544 35.566  5.9   10   10   10 68.90 None  0.0 None None  5.0
2020-01-01T04:43:20.000000Z 51.440 35.527  9.5    7    7    7 86.90 None  0.0 None None  3.5
2020-01-01T04:45:00.000000Z 51.908 36.286 19.5    7    7    7 26.50 None  0.0 None None  3.5
2020-01-01T04:46:40.000000Z 51.901 36.072 18.1    9    9    9 12.60 None  0.0 None None  4.5
2020-01-01T04:48:20.000000Z 51.975 36.002  9.6    7    7    7 34.70 None  0.0 None None  3.5
2020-01-01T04:50:00.000000Z 51.962 35.961 17.9    7    7    7 11.00 None  0.0 None None  3.5
2020-01-01T04:51:40.000000Z 52.103 35.737  9.7    5    5    5 34.30 None  0.0 None None  2.5
2020-01-01T04:53:20.000000Z 52.226 36.206 19.1    8    8    8  6.06 None  0.0 None None  4.0
2020-01-01T04:55:00.000000Z 51.956 36.180 16.2    5    5    5 52.20 None  0.0 None None  2.5
2020-01-01T04:56:40.000000Z 51.843 35.880 11.2    6    6    6 24.90 None  0.0 None None  3.0
2020-01-01T04:58:20.000000Z 52.035 35.957  8.8    5    5    5  9.25 None  0.0 None None  2.5
2020-01-01T05:00:00.000000Z 51.900 35.850  5.1    6    6    6 52.60 None  0.0 None None  3.0
2020-01-01T05:01:40.000000Z 51.875 36.210 18.2    6    6    6 23.70 None  0.0 None None  3.0
2020-01-01T05:03:20.000000Z 51.565 36.079  5.6    9    9    9 39.30 None  0.0 None None  4.5
2020-01-01T05:05:00.000000Z 51.947 36.163 17.3    8    8    8 25.00 None  0.0 None None  4.0
2020-01-01T05:06:40.000000Z 52.115 35.378 19.4    5    5    5 97.80 None  0.0 None None  2.5
2020-01-01T05:08:20.000000Z 52.131 36.073 13.6    7    7    7 53.80 None  0.0 None None  3.5
2020-01-01T05:10:00.000000Z 52.005 35.895  7.6    5    5    5 16.40 None  0.0 None None  2.5
2020-01-01T05:11:40.000000Z 52.191 35.908 18.0    7    7    7 20.40 None  0.0 None None  3.5
2020-01-01T05:13:20.000000Z 52.410 36.126 19.6    7    7    7 35.10 None  0.0 None None  3.5
2020-01-01T05:15:00.000000Z 52.478 35.824 15.6   10   10   10 46.60 None  0.0 None None  5.0
2020-01-01T05:16:40.000000Z 51.607 36.160 12.6    8    8    8 38.20 None  0.0 None None  4.0
2020-01-01T05:18:20.000000Z 52.191 36.008 10.7    5    5    5 76.20 None  0.0 None None  2.5
2020-01-01T05:20:00.000000Z 51.656 35.900 10.2    9    9    9 37.60 None  0.0 None None  4.5
2020-01-01T05:21:40.000000Z 52.138 35.959  8.1    7    7    7 13.00 None  0.0 None None  3.5
2020-01-01T05:23:20.000000Z 51.974 35.961 15.1    9    9    9 10.50 None  0.0 None None  4.5
2020-01-01T05:25:00.000000Z 51.791 35.881 11.5    9    9    9 28.30 None  0.0 None None  4.5
2020-01-01T05:26:40.000000Z 51.681 36.395  7.9    9    9    9 43.60 None  0.0 None None  4.5
2020-01-01T05:28:20.000000Z 51.894 36.107  6.6   10   10   10 14.70 None  0.0 None None  5.0
2020-01-01T05:30:00.000000Z 51.771 36.178 15.0    9    9    9 39.50 None  0.0 None None  4.5
2020-01-01T05:31:40.000000Z 51.581 36.206  9.4    5    5    5 44.80 None  0.0 None None  2.5
2020-01-01T05:33:20.000000Z 51.992 36.472 12.5    7    7    7 33.10 None  0.0 None None  3.5
2020-01-01T05:35:00.000000Z 51.708 36.017  9.9    5    5    5 29.60 None  0.0 None None  2.5
2020-01-01T05:36:40.000000Z 52.082 36.276 18.1    5    5    5 73.80 None  0.0 None None  2.5
2020-01-01T05:38:20.000000Z 51.905 36.019 18.5    8    8    8 11.90 None  0.0 None None  4.0
2020-01-01T05:40:00.000000Z 51.521 35.814  5.3    5    5    5 52.80 None  0.0 None None  2.5
2020-01-01T05:41:40.000000Z 52.101 36.247  8.0    8    8    8 23.60 None  0.0 None None  4.0
2020-01-01T05:43:20.000000Z 51.937 36.460  9.9    8    8    8 30.70 None  0.0 None None  4.0
2020-01-01T05:45:00.000000Z 52.394 35.986 19.8    5    5    5 34.60 None  0.0 None None  2.5
2020-01-01T05:46:40.000000Z 51.460 35.603 16.7    9    9    9 71.20 None  0.0 None None  4.5
2020-01-01T05:48:20.000000Z 51.826 36.250 10.1    7    7    7 33.70 None  0.0 None None  3.5
2020-01-01T05:50:00.000000Z 52.069 35.532  8.2    9    9    9 56.60 None  0.0 None None  4.5
2020-01-01T05:51:40.000000Z 51.949 36.361 15.1    8    8    8 25.40 None  0.0 None None  4.0
2020-01-01T05:53:20.000000Z 51.916 35.832 17.6    9    9    9 25.50 None  0.0 None None  4.5
2020-01-01T05:55:00.000000Z 52.459 36.012 19.0    8    8    8 35.80 None  0.0 None None  4.0
2020-01-01T05:56:40.000000Z 51.893 36.078 10.2    6    6    6 64.40 None  0.0 None None  3.0
2020-01-01T05:58:20.000000Z 52.004 35.904 18.2    9    9    9 15.40 None  0.0 None None  4.5
2020-01-01T06:00:00.000000Z 52.270 36.249 15.3    5    5    5 54.80 None  0.0 None None  2.5
2020-01-01T06:01:40.000000Z 52.188 35.977 12.3    6    6    6 15.50 None  0.0 None None  3.0
2020-01-01T06:03:20.000000Z 52.256 35.989 19.8    7    7    7 59.70 None  0.0 None None  3.5
2020-01-01T06:05:00.000000Z 52.104 36.231  8.5    7    7    7  9.08 None  0.0 None None  3.5
2020-01-01T06:06:40.000000Z 52.181 36.400 15.9   10   10   10 16.10 None  0.0 None None  5.0
2020-01-01T06:08:20.000000Z 52.101 35.623  6.3   10   10   10 46.70 None  0.0 None None  5.0
2020-01-01T06:10:00.000000Z 51.741 36.302  7.5    6    6    6 39.30 None  0.0 None None  3.0
2020-01-01T06:11:40.000000Z 51.926 36.086 18.7    5    5    5 61.80 None  0.0 None None  2.5
2020-01-01T06:13:20.000000Z 51.810 36.224  8.2    7    7    7 28.70 None  0.0 None None  3.5
2020-01-01T06:15:00.000000Z 51.914 36.326 16.4    5    5    5 33.50 None  0.0 None None  2.5
2020-01-01T06:16:40.000000Z 51.881 36.250 14.0   10   10   10 27.00 None  0.0 None None  5.0
2020-01-01T06:18:20.000000Z 52.151 35.838 17.6    8    8    8 46.60 None  0.0 None None  4.0
2020-01-01T06:20:00.000000Z 52.246 35.798 10.5    8    8    8 32.90 None  0.0 None None  4.0
2020-01-01T06:21:40.000000Z 51.816 36.161 10.1   10   10   10 23.80 None  0.0 None None  5.0
2020-01-01T06:23:20.000000Z 51.860 35.867  9.4    9    9    9 24.90 None  0.0 None None  4.5
2020-01-01T06:25:00.000000Z 51.923 35.776 18.0   10   10   10 31.00 None  0.0 None None  5.0
2020-01-01T06:26:40.000000Z 52.234 36.136 14.1    5    5    5 65.70 None  0.0 None None  2.5
2020-01-01T06:28:20.000000Z 51.984 35.976 19.3    7    7    7  8.54 None  0.0 None None  3.5
2020-01-01T06:30:00.000000Z 52.101 36.395 18.3   10   10   10 17.80 None  0.0 None None  5.0
2020-01-01T06:31:40.000000Z 52.195 35.886  7.0    7    7    7 41.10 None  0.0 None None  3.5
2020-01-01T06:33:20.000000Z 52.174 35.973 13.3    7    7    7 31.50 None  0.0 None None  3.5
2020-01-01T06:35:00.000000Z 51.956 36.417  6.6   10   10   10 28.30 None  0.0 None None  5.0
2020-01-01T06:36:40.000000Z 51.906 35.893  5.6    9    9    9 20.10 None  0.0 None None  4.5
2020-01-01T06:38:20.000000Z 51.563 35.686  6.1    7    7    7 58.00 None  0.0 None None  3.5
2020-01-01T06:40:00.000000Z 52.101 35.845 18.0    5    5    5 46.60 None  0.0 None None  2.5
2020-01-01T06:41:40.000000Z 52.115 35.751 16.8    9    9    9 33.00 None  0.0 None None  4.5
2020-01-01T06:43:20.000000Z 51.828 36.151 17.4   10   10   10 22.30 None  0.0 None None  5.0
2020-01-01T06:45:00.000000Z 52.327 36.132 10.1    7    7    7 17.80 None  0.0 None None  3.5
2020-01-01T06:46:40.000000Z 52.268 36.381 14.2    9    9    9 17.40 None  0.0 None None  4.5
2020-01-01T06:48:20.000000Z 52.233 35.795 16.7   10   10   10 32.60 None  0.0 None None  5.0
2020-01-01T06:50:00.000000Z 51.976 36.141 10.7    6    6    6 12.30 None  0.0 None None  3.0
2020-01-01T06:51:40.000000Z 51.907 36.101 13.6    5    5    5 13.30 None  0.0 None None  2.5
2020-01-01T06:53:20.000000Z 51.647 35.815  8.4    8    8    8 65.50 None  0.0 None None  4.0
2020-01-01T06:55:00.000000Z 52.118 35.500  6.2    8    8    8 60.50 None  0.0 None None  4.0
2020-01-01T06:56:40.000000Z 51.752 35.996  9.0    7    7    7 26.00 None  0.0 None None  3.5
